30001,0.06737256
30002,0.033254247
30003,0.07580482
30004,0.04257976
30005,0.1974662
30006,0.12587889
30007,0.06822434
30008,0.10398957
30009,0.06489772
30010,0.078709885
30011,0.108597495
30012,0.15029529
30013,0.16814196
30014,0.09542265
30015,0.041457344
30016,0.057797067
30017,0.08076858
30018,0.14008822
30019,0.1467406
30020,0.20839491
30021,0.15935674
30022,0.08822937
30023,0.32201442
30024,0.33366168
30025,0.11445288
30026,0.07192562
30027,0.025800457
30028,0.08076858
30029,0.113622546
30030,0.15069516
30031,0.02068138
30032,0.08675381
30033,0.08076858
30034,0.07063351
30035,0.035364587
30036,0.16492207
30037,0.1020234
30038,0.08076858
30039,0.091872625
30040,0.08076858
30041,0.09476703
30042,0.10499692
30043,0.08026752
30044,0.10391471
30045,0.04980874
30046,0.08076858
30047,0.08076858
30048,0.31086245
30049,0.08076858
30050,0.08076858
30051,0.10437638
30052,0.24224707
30053,0.08076858
30054,0.114682674
30055,0.07661367
30056,0.06579264
30057,0.087120526
30058,0.08076858
30059,0.025457598
30060,0.06861136
30061,0.14354523
30062,0.11470983
30063,0.08076858
30064,0.119193785
30065,0.1374265
30066,0.09595219
30067,0.08076858
30068,0.09924888
30069,0.030386968
30070,0.121584885
30071,0.04333924
30072,0.07501154
30073,0.32350096
30074,0.08076858
30075,0.054289006
30076,0.42792177
30077,0.019342462
30078,0.12572761
30079,0.083824575
30080,0.14773162
30081,0.08076858
30082,0.02068138
30083,0.07632673
30084,0.08076858
30085,0.11956405
30086,0.08076858
30087,0.16164936
30088,0.21947779
30089,0.07661367
30090,0.13453385
30091,0.03186665
30092,0.21969141
30093,0.13129951
30094,0.13032506
30095,0.053040333
30096,0.059834868
30097,0.10240184
30098,0.20309602
30099,0.086353905
30100,0.11798154
30101,0.08076858
30102,0.14752011
30103,0.08076858
30104,0.23720127
30105,0.01955559
30106,0.08076858
30107,0.08076858
30108,0.16743761
30109,0.08076858
30110,0.054076638
30111,0.06737256
30112,0.09811429
30113,0.117824994
30114,0.030913848
30115,0.09696537
30116,0.08076858
30117,0.13095623
30118,0.07497093
30119,0.08076858
30120,0.069280036
30121,0.10482441
30122,0.035364587
30123,0.088133484
30124,0.06489772
30125,0.1020234
30126,0.011129888
30127,0.065874726
30128,0.25366256
30129,0.064542346
30130,0.10222186
30131,0.08076858
30132,0.08076858
30133,0.21691231
30134,0.088766515
30135,0.08076858
30136,0.06662441
30137,0.13129951
30138,0.09065355
30139,0.08076858
30140,0.049937062
30141,0.16144502
30142,0.08889337
30143,0.19769192
30144,0.16461
30145,0.0585728
30146,0.10518499
30147,0.15921766
30148,0.08076858
30149,0.07406514
30150,0.0585728
30151,0.19105203
30152,0.080062084
30153,0.18148738
30154,0.06737256
30155,0.09476703
30156,0.08076858
30157,0.08076858
30158,0.108597495
30159,0.12698886
30160,0.052932117
30161,0.08076858
30162,0.06579264
30163,0.1592446
30164,0.08076858
30165,0.15407547
30166,0.108597495
30167,0.08076858
30168,0.047316387
30169,0.08076858
30170,0.058810912
30171,0.087986
30172,0.14167425
30173,0.07735541
30174,0.15447655
30175,0.06651647
30176,0.20373714
30177,0.13937782
30178,0.08531348
30179,0.13230848
30180,0.089944705
30181,0.18675947
30182,0.0750437
30183,0.0611406
30184,0.08076858
30185,0.049979586
30186,0.103030115
30187,0.109794214
30188,0.02612998
30189,0.061316088
30190,0.030244298
30191,0.12091396
30192,0.11273172
30193,0.13035665
30194,0.016213812
30195,0.098911546
30196,0.10701595
30197,0.04288076
30198,0.12950116
30199,0.08076858
30200,0.06762739
30201,0.24418135
30202,0.05361664
30203,0.13833898
30204,0.08076858
30205,0.12934896
30206,0.11474926
30207,0.13375726
30208,0.10584586
30209,0.13138893
30210,0.112172924
30211,0.13129951
30212,0.08076858
30213,0.08076858
30214,0.1391295
30215,0.13961866
30216,0.08076858
30217,0.07457874
30218,0.09132038
30219,0.1492258
30220,0.08076858
30221,0.08076858
30222,0.08911187
30223,0.08076858
30224,0.13826297
30225,0.12675183
30226,0.13048767
30227,0.0845641
30228,0.2741331
30229,0.11530783
30230,0.08843698
30231,0.07016418
30232,0.023240138
30233,0.034257077
30234,0.0878563
30235,0.14351818
30236,0.11273179
30237,0.01617878
30238,0.075596884
30239,0.16462786
30240,0.2630885
30241,0.08076858
30242,0.06579264
30243,0.30404207
30244,0.09835044
30245,0.08076858
30246,0.22759572
30247,0.029346406
30248,0.08076858
30249,0.08076858
30250,0.44197685
30251,0.17268959
30252,0.08076858
30253,0.1424358
30254,0.06579264
30255,0.2136269
30256,0.12751618
30257,0.07566332
30258,0.01059308
30259,0.16671333
30260,0.08076858
30261,0.11616167
30262,0.08076858
30263,0.19229399
30264,0.054544657
30265,0.021079872
30266,0.0838966
30267,0.16293353
30268,0.057797067
30269,0.048981808
30270,0.1956628
30271,0.065874726
30272,0.105239585
30273,0.09525821
30274,0.06945203
30275,0.1380766
30276,0.076378934
30277,0.11432609
30278,0.032296073
30279,0.035364587
30280,0.08076858
30281,0.12528332
30282,0.103312925
30283,0.08076858
30284,0.08076858
30285,0.08676422
30286,0.050416738
30287,0.046246536
30288,0.08076858
30289,0.040749896
30290,0.078693844
30291,0.13129951
30292,0.15035345
30293,0.08076858
30294,0.2287704
30295,0.09041382
30296,0.0636273
30297,0.08076858
30298,0.08635959
30299,0.14029051
30300,0.08076858
30301,0.065874726
30302,0.14892748
30303,0.051577836
30304,0.09438842
30305,0.15059477
30306,0.13129951
30307,0.06568145
30308,0.09213173
30309,0.143983
30310,0.11371593
30311,0.10958802
30312,0.06579264
30313,0.08607976
30314,0.18990563
30315,0.08765837
30316,0.08076858
30317,0.1431645
30318,0.08076858
30319,0.08076858
30320,0.08076858
30321,0.086797155
30322,0.069325276
30323,0.10510277
30324,0.08076858
30325,0.11172549
30326,0.045080464
30327,0.10349464
30328,0.22075075
30329,0.08076858
30330,0.129046
30331,0.112212144
30332,0.08076858
30333,0.20044598
30334,0.05361664
30335,0.23603725
30336,0.08076858
30337,0.01767132
30338,0.08675381
30339,0.11097536
30340,0.08076858
30341,0.15407547
30342,0.09392531
30343,0.051854435
30344,0.16845603
30345,0.08076858
30346,0.08076858
30347,0.13193892
30348,0.18788278
30349,0.11074568
30350,0.2179108
30351,0.0756464
30352,0.08076858
30353,0.13129951
30354,0.08076858
30355,0.08076858
30356,0.0656452
30357,0.19594827
30358,0.17701392
30359,0.11390055
30360,0.09065355
30361,0.053506464
30362,0.17576012
30363,0.090689525
30364,0.07461324
30365,0.08076858
30366,0.09213173
30367,0.03599309
30368,0.12331335
30369,0.08076858
30370,0.2801446
30371,0.12742452
30372,0.10454342
30373,0.063938804
30374,0.02794333
30375,0.12516071
30376,0.06950718
30377,0.08076858
30378,0.06680966
30379,0.082604215
30380,0.049979586
30381,0.0756464
30382,0.37326312
30383,0.04333924
30384,0.09458263
30385,0.041457344
30386,0.09397644
30387,0.17262894
30388,0.14390889
30389,0.22578816
30390,0.08076858
30391,0.06703317
30392,0.08054639
30393,0.07566488
30394,0.048064645
30395,0.124275126
30396,0.14117251
30397,0.11798154
30398,0.08967234
30399,0.20396306
30400,0.15782224
30401,0.078709885
30402,0.09429021
30403,0.16756353
30404,0.033254247
30405,0.0746588
30406,0.06449814
30407,0.057797067
30408,0.15650977
30409,0.06640313
30410,0.08076858
30411,0.03186665
30412,0.09696786
30413,0.072662294
30414,0.08076858
30415,0.56699574
30416,0.13289511
30417,0.08076858
30418,0.23976642
30419,0.046204414
30420,0.11223613
30421,0.09995285
30422,0.06994841
30423,0.056024216
30424,0.10977956
30425,0.114627056
30426,0.15514082
30427,0.08076858
30428,0.04878893
30429,0.14052962
30430,0.084755085
30431,0.18228403
30432,0.1344327
30433,0.058215626
30434,0.054745022
30435,0.066390656
30436,0.049062558
30437,0.07121117
30438,0.24721895
30439,0.028513873
30440,0.66040164
30441,0.06760955
30442,0.058583926
30443,0.08076858
30444,0.09356123
30445,0.06470209
30446,0.07075352
30447,0.0796364
30448,0.08076858
30449,0.0741133
30450,0.07478462
30451,0.02794333
30452,0.019342462
30453,0.1257793
30454,0.12476217
30455,0.08076858
30456,0.04806659
30457,0.08803844
30458,0.17757411
30459,0.05798288
30460,0.1334106
30461,0.07497093
30462,0.17425661
30463,0.074500866
30464,0.16021971
30465,0.09382095
30466,0.08076858
30467,0.11929176
30468,0.121396065
30469,0.088574104
30470,0.17766108
30471,0.08076858
30472,0.18988045
30473,0.1821381
30474,0.05338394
30475,0.030530147
30476,0.05457079
30477,0.08273195
30478,0.06859282
30479,0.08076858
30480,0.10357906
30481,0.046279673
30482,0.10811299
30483,0.08076858
30484,0.039706703
30485,0.02068138
30486,0.11909541
30487,0.057797067
30488,0.13569207
30489,0.40059605
30490,0.12924783
30491,0.08076858
30492,0.08076858
30493,0.10950137
30494,0.1045275
30495,0.09532509
30496,0.10750926
30497,0.10357906
30498,0.08076858
30499,0.12808535
30500,0.030741513
30501,0.08831031
30502,0.11002436
30503,0.056026172
30504,0.070888
30505,0.15757981
30506,0.217483
30507,0.11288823
30508,0.11329654
30509,0.0654749
30510,0.058145046
30511,0.08076858
30512,0.08076858
30513,0.09772952
30514,0.06800652
30515,0.052539036
30516,0.08076858
30517,0.23301342
30518,0.08076858
30519,0.070843145
30520,0.079519674
30521,0.1344327
30522,0.14947562
30523,0.11273172
30524,0.078709885
30525,0.1352905
30526,0.1516131
30527,0.07103022
30528,0.08889337
30529,0.06904754
30530,0.2826133
30531,0.1045275
30532,0.08031239
30533,0.105933815
30534,0.13710867
30535,0.050416738
30536,0.07883075
